gene	uniprot	antigen_catalog	antigen_url	antigen_is_biotinylated	molecular_weight_kda	accession	vendor_range	pdb_id	entity_id	auth_chain	identity	coverage	intersection	u_range	resolution_A	method	release_date	subunit_name
HAVCR2	Q8TDQ0	10390-H08H-B	https://www.sinobiological.com/recombinant-proteins/human-tim-3-10390-h08h-b	True	21.3	AAL65157.1	1-200	8TFT	3	F	1.000	0.545	22-130	22-130	2.30	X-RAY DIFFRACTION	2024-08-28	T-cell immunoglobulin mucin receptor 3
HAVCR2	Q8TDQ0	10390-H41H-B	https://www.sinobiological.com/recombinant-proteins/human-tim-3-10390-h41h-b	True	48.41	NP_116171.3	1-200	5F71	1	A	1.000	0.545	22-130	22-130	2.40	X-RAY DIFFRACTION	2016-02-03	Hepatitis A virus cellular receptor 2
HAVCR2	Q8TDQ0	10390-H41H-B	https://www.sinobiological.com/recombinant-proteins/human-tim-3-10390-h41h-b	True	48.41	NP_116171.3	1-200	6DHB	1	A	0.991	0.535	24-130	24-130	1.70	X-RAY DIFFRACTION	2018-12-12	Hepatitis A virus cellular receptor 2
HAVCR2	Q8TDQ0	10390-H41H-B	https://www.sinobiological.com/recombinant-proteins/human-tim-3-10390-h41h-b	True	48.41	NP_116171.3	1-200	6TXZ	1	A	0.991	0.545	22-130	22-130	3.06	X-RAY DIFFRACTION	2020-04-08	Hepatitis A virus cellular receptor 2
HAVCR2	Q8TDQ0	10390-H41H-B	https://www.sinobiological.com/recombinant-proteins/human-tim-3-10390-h41h-b	True	48.41	NP_116171.3	1-200	7M3Y	1	B	1.000	0.545	22-130	22-130	1.69	X-RAY DIFFRACTION	2021-10-13	Hepatitis A virus cellular receptor 2
HAVCR2	Q8TDQ0	10390-H41H-B	https://www.sinobiological.com/recombinant-proteins/human-tim-3-10390-h41h-b	True	48.41	NP_116171.3	1-200	7M3Z	1	A	1.000	0.545	22-130	22-130	1.40	X-RAY DIFFRACTION	2021-10-13	Hepatitis A virus cellular receptor 2
HAVCR2	Q8TDQ0	10390-H41H-B	https://www.sinobiological.com/recombinant-proteins/human-tim-3-10390-h41h-b	True	48.41	NP_116171.3	1-200	7M41	1	A	1.000	0.545	22-130	22-130	1.79	X-RAY DIFFRACTION	2021-10-13	Hepatitis A virus cellular receptor 2
HAVCR2	Q8TDQ0	10390-H41H-B	https://www.sinobiological.com/recombinant-proteins/human-tim-3-10390-h41h-b	True	48.41	NP_116171.3	1-200	8HGJ	2	B	1.000	0.535	24-130	24-130	4.82	ELECTRON MICROSCOPY	2023-11-22	Hepatitis A virus cellular receptor 2
HAVCR2	Q8TDQ0	10390-H41H-B	https://www.sinobiological.com/recombinant-proteins/human-tim-3-10390-h41h-b	True	48.41	NP_116171.3	1-200	8TBB	1	D	1.000	0.550	22-131	22-131	2.50	X-RAY DIFFRACTION	2024-08-28	T-cell immunoglobulin mucin receptor 3
HAVCR2	Q8TDQ0	10390-H41H-B	https://www.sinobiological.com/recombinant-proteins/human-tim-3-10390-h41h-b	True	48.41	NP_116171.3	1-200	8TFT	3	F	1.000	0.545	22-130	22-130	2.30	X-RAY DIFFRACTION	2024-08-28	T-cell immunoglobulin mucin receptor 3
HAVCR2	Q8TDQ0	10390-H38H	https://www.sinobiological.com/recombinant-proteins/human-tim-3-10390-h38h	False	46.2	NP_116171.3	1-200	5F71	1	A	1.000	0.545	22-130	22-130	2.40	X-RAY DIFFRACTION	2016-02-03	Hepatitis A virus cellular receptor 2
HAVCR2	Q8TDQ0	10390-H38H	https://www.sinobiological.com/recombinant-proteins/human-tim-3-10390-h38h	False	46.2	NP_116171.3	1-200	6DHB	1	A	0.991	0.535	24-130	24-130	1.70	X-RAY DIFFRACTION	2018-12-12	Hepatitis A virus cellular receptor 2
HAVCR2	Q8TDQ0	10390-H38H	https://www.sinobiological.com/recombinant-proteins/human-tim-3-10390-h38h	False	46.2	NP_116171.3	1-200	6TXZ	1	A	0.991	0.545	22-130	22-130	3.06	X-RAY DIFFRACTION	2020-04-08	Hepatitis A virus cellular receptor 2
HAVCR2	Q8TDQ0	10390-H38H	https://www.sinobiological.com/recombinant-proteins/human-tim-3-10390-h38h	False	46.2	NP_116171.3	1-200	7M3Y	1	B	1.000	0.545	22-130	22-130	1.69	X-RAY DIFFRACTION	2021-10-13	Hepatitis A virus cellular receptor 2
HAVCR2	Q8TDQ0	10390-H38H	https://www.sinobiological.com/recombinant-proteins/human-tim-3-10390-h38h	False	46.2	NP_116171.3	1-200	7M3Z	1	A	1.000	0.545	22-130	22-130	1.40	X-RAY DIFFRACTION	2021-10-13	Hepatitis A virus cellular receptor 2
HAVCR2	Q8TDQ0	10390-H38H	https://www.sinobiological.com/recombinant-proteins/human-tim-3-10390-h38h	False	46.2	NP_116171.3	1-200	7M41	1	A	1.000	0.545	22-130	22-130	1.79	X-RAY DIFFRACTION	2021-10-13	Hepatitis A virus cellular receptor 2
HAVCR2	Q8TDQ0	10390-H38H	https://www.sinobiological.com/recombinant-proteins/human-tim-3-10390-h38h	False	46.2	NP_116171.3	1-200	8HGJ	2	B	1.000	0.535	24-130	24-130	4.82	ELECTRON MICROSCOPY	2023-11-22	Hepatitis A virus cellular receptor 2
HAVCR2	Q8TDQ0	10390-H38H	https://www.sinobiological.com/recombinant-proteins/human-tim-3-10390-h38h	False	46.2	NP_116171.3	1-200	8TBB	1	D	1.000	0.550	22-131	22-131	2.50	X-RAY DIFFRACTION	2024-08-28	T-cell immunoglobulin mucin receptor 3
HAVCR2	Q8TDQ0	10390-H38H	https://www.sinobiological.com/recombinant-proteins/human-tim-3-10390-h38h	False	46.2	NP_116171.3	1-200	8TFT	3	F	1.000	0.545	22-130	22-130	2.30	X-RAY DIFFRACTION	2024-08-28	T-cell immunoglobulin mucin receptor 3
MSLN	Q13421	13128-H08H1	https://www.sinobiological.com/recombinant-proteins/human-mesothelin-13128-h08h1	False	33.62	AAH09272.1	296-580	7U8C	1	BA2	1.000	0.000	None	582-598	1.74	X-RAY DIFFRACTION	2022-06-08	Mesothelin, cleaved form
MSLN	Q13421	13128-H08H1	https://www.sinobiological.com/recombinant-proteins/human-mesothelin-13128-h08h1	False	33.62	AAH09272.1	296-580	8CZ8	2	E	0.987	0.544	426-580	426-582	2.60	X-RAY DIFFRACTION	2023-06-07	Mesothelin, cleaved form
MSLN	Q13421	13128-H08H1	https://www.sinobiological.com/recombinant-proteins/human-mesothelin-13128-h08h1	False	33.62	AAH09272.1	296-580	8FSL	2	E	0.965	0.951	310-580	310-584	2.90	X-RAY DIFFRACTION	2024-05-29	Mesothelin
MSLN	Q13421	13128-H41H-B	https://www.sinobiological.com/recombinant-proteins/human-mesothelin-13128-h41h-b	True	60.72	AAH09272.1	296-580	7U8C	1	BA2	1.000	0.000	None	582-598	1.74	X-RAY DIFFRACTION	2022-06-08	Mesothelin, cleaved form
MSLN	Q13421	13128-H41H-B	https://www.sinobiological.com/recombinant-proteins/human-mesothelin-13128-h41h-b	True	60.72	AAH09272.1	296-580	8CZ8	2	E	0.987	0.544	426-580	426-582	2.60	X-RAY DIFFRACTION	2023-06-07	Mesothelin, cleaved form
MSLN	Q13421	13128-H41H-B	https://www.sinobiological.com/recombinant-proteins/human-mesothelin-13128-h41h-b	True	60.72	AAH09272.1	296-580	8FSL	2	E	0.965	0.951	310-580	310-584	2.90	X-RAY DIFFRACTION	2024-05-29	Mesothelin
MSLN	Q13421	13128-H49H-B	https://www.sinobiological.com/recombinant-proteins/human-mesothelin-13128-h49h-b	True	35.44	AAH09272.1	296-580	7U8C	1	BA2	1.000	0.000	None	582-598	1.74	X-RAY DIFFRACTION	2022-06-08	Mesothelin, cleaved form
MSLN	Q13421	13128-H49H-B	https://www.sinobiological.com/recombinant-proteins/human-mesothelin-13128-h49h-b	True	35.44	AAH09272.1	296-580	8CZ8	2	E	0.987	0.544	426-580	426-582	2.60	X-RAY DIFFRACTION	2023-06-07	Mesothelin, cleaved form
MSLN	Q13421	13128-H49H-B	https://www.sinobiological.com/recombinant-proteins/human-mesothelin-13128-h49h-b	True	35.44	AAH09272.1	296-580	8FSL	2	E	0.965	0.951	310-580	310-584	2.90	X-RAY DIFFRACTION	2024-05-29	Mesothelin
MSLN	Q13421	13128-H86H1- SP	https://www.sinobiological.com/recombinant-proteins/human-mesothelin-13128-h86h1-sp	False	38.0	AAH09272.1	296-580	7U8C	1	BA2	1.000	0.000	None	582-598	1.74	X-RAY DIFFRACTION	2022-06-08	Mesothelin, cleaved form
MSLN	Q13421	13128-H86H1- SP	https://www.sinobiological.com/recombinant-proteins/human-mesothelin-13128-h86h1-sp	False	38.0	AAH09272.1	296-580	8CZ8	2	E	0.987	0.544	426-580	426-582	2.60	X-RAY DIFFRACTION	2023-06-07	Mesothelin, cleaved form
MSLN	Q13421	13128-H86H1- SP	https://www.sinobiological.com/recombinant-proteins/human-mesothelin-13128-h86h1-sp	False	38.0	AAH09272.1	296-580	8FSL	2	E	0.965	0.951	310-580	310-584	2.90	X-RAY DIFFRACTION	2024-05-29	Mesothelin
MSLN	Q13421	13128-H86H1-SP	https://www.sinobiological.com/recombinant-proteins/human-mesothelin-13128-h86h1-sp	False	38.0	AAH09272.1	296-580	7U8C	1	BA2	1.000	0.000	None	582-598	1.74	X-RAY DIFFRACTION	2022-06-08	Mesothelin, cleaved form
MSLN	Q13421	13128-H86H1-SP	https://www.sinobiological.com/recombinant-proteins/human-mesothelin-13128-h86h1-sp	False	38.0	AAH09272.1	296-580	8CZ8	2	E	0.987	0.544	426-580	426-582	2.60	X-RAY DIFFRACTION	2023-06-07	Mesothelin, cleaved form
MSLN	Q13421	13128-H86H1-SP	https://www.sinobiological.com/recombinant-proteins/human-mesothelin-13128-h86h1-sp	False	38.0	AAH09272.1	296-580	8FSL	2	E	0.965	0.951	310-580	310-584	2.90	X-RAY DIFFRACTION	2024-05-29	Mesothelin
MSLN	Q13421	13128-H86H1- SD	https://www.sinobiological.com/recombinant-proteins/human-mesothelin-13128-h86h1-sd	False	38.0	AAH09272.1	296-580	7U8C	1	BA2	1.000	0.000	None	582-598	1.74	X-RAY DIFFRACTION	2022-06-08	Mesothelin, cleaved form
MSLN	Q13421	13128-H86H1- SD	https://www.sinobiological.com/recombinant-proteins/human-mesothelin-13128-h86h1-sd	False	38.0	AAH09272.1	296-580	8CZ8	2	E	0.987	0.544	426-580	426-582	2.60	X-RAY DIFFRACTION	2023-06-07	Mesothelin, cleaved form
MSLN	Q13421	13128-H86H1- SD	https://www.sinobiological.com/recombinant-proteins/human-mesothelin-13128-h86h1-sd	False	38.0	AAH09272.1	296-580	8FSL	2	E	0.965	0.951	310-580	310-584	2.90	X-RAY DIFFRACTION	2024-05-29	Mesothelin
MSLN	Q13421	13128-H86H1-SD	https://www.sinobiological.com/recombinant-proteins/human-mesothelin-13128-h86h1-sd	False	38.0	AAH09272.1	296-580	7U8C	1	BA2	1.000	0.000	None	582-598	1.74	X-RAY DIFFRACTION	2022-06-08	Mesothelin, cleaved form
MSLN	Q13421	13128-H86H1-SD	https://www.sinobiological.com/recombinant-proteins/human-mesothelin-13128-h86h1-sd	False	38.0	AAH09272.1	296-580	8CZ8	2	E	0.987	0.544	426-580	426-582	2.60	X-RAY DIFFRACTION	2023-06-07	Mesothelin, cleaved form
MSLN	Q13421	13128-H86H1-SD	https://www.sinobiological.com/recombinant-proteins/human-mesothelin-13128-h86h1-sd	False	38.0	AAH09272.1	296-580	8FSL	2	E	0.965	0.951	310-580	310-584	2.90	X-RAY DIFFRACTION	2024-05-29	Mesothelin
MSLN	Q13421	13128-H86H1- SG	https://www.sinobiological.com/recombinant-proteins/human-mesothelin-13128-h86h1-sg	False	38.0	AAH09272.1	296-580	7U8C	1	BA2	1.000	0.000	None	582-598	1.74	X-RAY DIFFRACTION	2022-06-08	Mesothelin, cleaved form
MSLN	Q13421	13128-H86H1- SG	https://www.sinobiological.com/recombinant-proteins/human-mesothelin-13128-h86h1-sg	False	38.0	AAH09272.1	296-580	8CZ8	2	E	0.987	0.544	426-580	426-582	2.60	X-RAY DIFFRACTION	2023-06-07	Mesothelin, cleaved form
MSLN	Q13421	13128-H86H1- SG	https://www.sinobiological.com/recombinant-proteins/human-mesothelin-13128-h86h1-sg	False	38.0	AAH09272.1	296-580	8FSL	2	E	0.965	0.951	310-580	310-584	2.90	X-RAY DIFFRACTION	2024-05-29	Mesothelin
MSLN	Q13421	13128-H86H1-SG	https://www.sinobiological.com/recombinant-proteins/human-mesothelin-13128-h86h1-sg	False	38.0	AAH09272.1	296-580	7U8C	1	BA2	1.000	0.000	None	582-598	1.74	X-RAY DIFFRACTION	2022-06-08	Mesothelin, cleaved form
MSLN	Q13421	13128-H86H1-SG	https://www.sinobiological.com/recombinant-proteins/human-mesothelin-13128-h86h1-sg	False	38.0	AAH09272.1	296-580	8CZ8	2	E	0.987	0.544	426-580	426-582	2.60	X-RAY DIFFRACTION	2023-06-07	Mesothelin, cleaved form
MSLN	Q13421	13128-H86H1-SG	https://www.sinobiological.com/recombinant-proteins/human-mesothelin-13128-h86h1-sg	False	38.0	AAH09272.1	296-580	8FSL	2	E	0.965	0.951	310-580	310-584	2.90	X-RAY DIFFRACTION	2024-05-29	Mesothelin
MSLN	Q13421	13128-HNCH	https://www.sinobiological.com/recombinant-proteins/human-mesothelin-13128-hnch	False	32.4	NP_005814.2	296-580	7U8C	1	BA2	1.000	0.000	None	582-598	1.74	X-RAY DIFFRACTION	2022-06-08	Mesothelin, cleaved form
MSLN	Q13421	13128-HNCH	https://www.sinobiological.com/recombinant-proteins/human-mesothelin-13128-hnch	False	32.4	NP_005814.2	296-580	7U9J	1	A	0.967	0.723	296-501	296-501	2.09	X-RAY DIFFRACTION	2023-02-01	Isoform 3 of Mesothelin
MSLN	Q13421	13128-HNCH	https://www.sinobiological.com/recombinant-proteins/human-mesothelin-13128-hnch	False	32.4	NP_005814.2	296-580	7UED	1	M	0.952	1.000	296-580	296-592	3.00	X-RAY DIFFRACTION	2023-02-01	Isoform 4 of Mesothelin
MSLN	Q13421	13128-HNCH	https://www.sinobiological.com/recombinant-proteins/human-mesothelin-13128-hnch	False	32.4	NP_005814.2	296-580	8CX3	1	A	0.952	1.000	296-580	296-592	3.61	X-RAY DIFFRACTION	2023-02-01	Isoform 4 of Mesothelin
MSLN	Q13421	13128-HNCH	https://www.sinobiological.com/recombinant-proteins/human-mesothelin-13128-hnch	False	32.4	NP_005814.2	296-580	8CZ8	2	E	0.987	0.544	426-580	426-582	2.60	X-RAY DIFFRACTION	2023-06-07	Mesothelin, cleaved form
MSLN	Q13421	13128-HNCH	https://www.sinobiological.com/recombinant-proteins/human-mesothelin-13128-hnch	False	32.4	NP_005814.2	296-580	8FSL	2	E	1.000	0.986	300-580	300-584	2.90	X-RAY DIFFRACTION	2024-05-29	Mesothelin
MSLN	Q13421	13128-H86H1- SA	https://www.sinobiological.com/recombinant-proteins/human-mesothelin-13128-h86h1-sa	False	38.0	AAH09272.1	296-580	7U8C	1	BA2	1.000	0.000	None	582-598	1.74	X-RAY DIFFRACTION	2022-06-08	Mesothelin, cleaved form
MSLN	Q13421	13128-H86H1- SA	https://www.sinobiological.com/recombinant-proteins/human-mesothelin-13128-h86h1-sa	False	38.0	AAH09272.1	296-580	8CZ8	2	E	0.987	0.544	426-580	426-582	2.60	X-RAY DIFFRACTION	2023-06-07	Mesothelin, cleaved form
MSLN	Q13421	13128-H86H1- SA	https://www.sinobiological.com/recombinant-proteins/human-mesothelin-13128-h86h1-sa	False	38.0	AAH09272.1	296-580	8FSL	2	E	0.965	0.951	310-580	310-584	2.90	X-RAY DIFFRACTION	2024-05-29	Mesothelin
MSLN	Q13421	13128-H86H1-SA	https://www.sinobiological.com/recombinant-proteins/human-mesothelin-13128-h86h1-sa	False	38.0	AAH09272.1	296-580	7U8C	1	BA2	1.000	0.000	None	582-598	1.74	X-RAY DIFFRACTION	2022-06-08	Mesothelin, cleaved form
MSLN	Q13421	13128-H86H1-SA	https://www.sinobiological.com/recombinant-proteins/human-mesothelin-13128-h86h1-sa	False	38.0	AAH09272.1	296-580	8CZ8	2	E	0.987	0.544	426-580	426-582	2.60	X-RAY DIFFRACTION	2023-06-07	Mesothelin, cleaved form
MSLN	Q13421	13128-H86H1-SA	https://www.sinobiological.com/recombinant-proteins/human-mesothelin-13128-h86h1-sa	False	38.0	AAH09272.1	296-580	8FSL	2	E	0.965	0.951	310-580	310-584	2.90	X-RAY DIFFRACTION	2024-05-29	Mesothelin
FOLR1	P15328	11241-H08H	https://www.sinobiological.com/recombinant-proteins/human-folr1-11241-h08h	False	26.0	NP_057937.1	1-233	4KM6	1	A	0.986	0.876	30-233	30-234	1.55	X-RAY DIFFRACTION	2013-08-07	Folate receptor alpha
FOLR1	P15328	11241-H08H	https://www.sinobiological.com/recombinant-proteins/human-folr1-11241-h08h	False	26.0	NP_057937.1	1-233	4KM7	1	A	1.000	0.884	28-233	28-234	1.80	X-RAY DIFFRACTION	2013-08-07	Folate receptor alpha
FOLR1	P15328	11241-H08H	https://www.sinobiological.com/recombinant-proteins/human-folr1-11241-h08h	False	26.0	NP_057937.1	1-233	4KMX	1	A	1.000	0.884	28-233	28-234	2.20	X-RAY DIFFRACTION	2013-08-07	Folate receptor alpha
FOLR1	P15328	11241-H08H	https://www.sinobiological.com/recombinant-proteins/human-folr1-11241-h08h	False	26.0	NP_057937.1	1-233	4LRH	1	A	0.977	0.906	23-233	23-235	2.80	X-RAY DIFFRACTION	2013-07-31	Folate receptor alpha
FOLR1	P15328	11241-H08H	https://www.sinobiological.com/recombinant-proteins/human-folr1-11241-h08h	False	26.0	NP_057937.1	1-233	5IZQ	1	A	0.987	1.000	1-233	1-235	3.60	X-RAY DIFFRACTION	2016-08-10	Folate receptor alpha
FOLR1	P15328	11241-H86H- SP	https://www.sinobiological.com/recombinant-proteins/human-folr1-11241-h86h-sp	False	27.9	NP_057937.1	1-233	4KM6	1	A	0.986	0.876	30-233	30-234	1.55	X-RAY DIFFRACTION	2013-08-07	Folate receptor alpha
FOLR1	P15328	11241-H86H- SP	https://www.sinobiological.com/recombinant-proteins/human-folr1-11241-h86h-sp	False	27.9	NP_057937.1	1-233	4KM7	1	A	1.000	0.884	28-233	28-234	1.80	X-RAY DIFFRACTION	2013-08-07	Folate receptor alpha
FOLR1	P15328	11241-H86H- SP	https://www.sinobiological.com/recombinant-proteins/human-folr1-11241-h86h-sp	False	27.9	NP_057937.1	1-233	4KMX	1	A	1.000	0.884	28-233	28-234	2.20	X-RAY DIFFRACTION	2013-08-07	Folate receptor alpha
FOLR1	P15328	11241-H86H- SP	https://www.sinobiological.com/recombinant-proteins/human-folr1-11241-h86h-sp	False	27.9	NP_057937.1	1-233	4LRH	1	A	0.977	0.906	23-233	23-235	2.80	X-RAY DIFFRACTION	2013-07-31	Folate receptor alpha
FOLR1	P15328	11241-H86H- SP	https://www.sinobiological.com/recombinant-proteins/human-folr1-11241-h86h-sp	False	27.9	NP_057937.1	1-233	5IZQ	1	A	0.987	1.000	1-233	1-235	3.60	X-RAY DIFFRACTION	2016-08-10	Folate receptor alpha
FOLR1	P15328	11241-H86H-SP	https://www.sinobiological.com/recombinant-proteins/human-folr1-11241-h86h-sp	False	27.9	NP_057937.1	1-233	4KM6	1	A	0.986	0.876	30-233	30-234	1.55	X-RAY DIFFRACTION	2013-08-07	Folate receptor alpha
FOLR1	P15328	11241-H86H-SP	https://www.sinobiological.com/recombinant-proteins/human-folr1-11241-h86h-sp	False	27.9	NP_057937.1	1-233	4KM7	1	A	1.000	0.884	28-233	28-234	1.80	X-RAY DIFFRACTION	2013-08-07	Folate receptor alpha
FOLR1	P15328	11241-H86H-SP	https://www.sinobiological.com/recombinant-proteins/human-folr1-11241-h86h-sp	False	27.9	NP_057937.1	1-233	4KMX	1	A	1.000	0.884	28-233	28-234	2.20	X-RAY DIFFRACTION	2013-08-07	Folate receptor alpha
FOLR1	P15328	11241-H86H-SP	https://www.sinobiological.com/recombinant-proteins/human-folr1-11241-h86h-sp	False	27.9	NP_057937.1	1-233	4LRH	1	A	0.977	0.906	23-233	23-235	2.80	X-RAY DIFFRACTION	2013-07-31	Folate receptor alpha
FOLR1	P15328	11241-H86H-SP	https://www.sinobiological.com/recombinant-proteins/human-folr1-11241-h86h-sp	False	27.9	NP_057937.1	1-233	5IZQ	1	A	0.987	1.000	1-233	1-235	3.60	X-RAY DIFFRACTION	2016-08-10	Folate receptor alpha
FOLR1	P15328	11241-H86H- SD	https://www.sinobiological.com/recombinant-proteins/human-folr1-11241-h86h-sd	False	27.9	NP_057937.1	1-233	4KM6	1	A	0.986	0.876	30-233	30-234	1.55	X-RAY DIFFRACTION	2013-08-07	Folate receptor alpha
FOLR1	P15328	11241-H86H- SD	https://www.sinobiological.com/recombinant-proteins/human-folr1-11241-h86h-sd	False	27.9	NP_057937.1	1-233	4KM7	1	A	1.000	0.884	28-233	28-234	1.80	X-RAY DIFFRACTION	2013-08-07	Folate receptor alpha
FOLR1	P15328	11241-H86H- SD	https://www.sinobiological.com/recombinant-proteins/human-folr1-11241-h86h-sd	False	27.9	NP_057937.1	1-233	4KMX	1	A	1.000	0.884	28-233	28-234	2.20	X-RAY DIFFRACTION	2013-08-07	Folate receptor alpha
FOLR1	P15328	11241-H86H- SD	https://www.sinobiological.com/recombinant-proteins/human-folr1-11241-h86h-sd	False	27.9	NP_057937.1	1-233	4LRH	1	A	0.977	0.906	23-233	23-235	2.80	X-RAY DIFFRACTION	2013-07-31	Folate receptor alpha
FOLR1	P15328	11241-H86H- SD	https://www.sinobiological.com/recombinant-proteins/human-folr1-11241-h86h-sd	False	27.9	NP_057937.1	1-233	5IZQ	1	A	0.987	1.000	1-233	1-235	3.60	X-RAY DIFFRACTION	2016-08-10	Folate receptor alpha
FOLR1	P15328	11241-H86H-SD	https://www.sinobiological.com/recombinant-proteins/human-folr1-11241-h86h-sd	False	27.9	NP_057937.1	1-233	4KM6	1	A	0.986	0.876	30-233	30-234	1.55	X-RAY DIFFRACTION	2013-08-07	Folate receptor alpha
FOLR1	P15328	11241-H86H-SD	https://www.sinobiological.com/recombinant-proteins/human-folr1-11241-h86h-sd	False	27.9	NP_057937.1	1-233	4KM7	1	A	1.000	0.884	28-233	28-234	1.80	X-RAY DIFFRACTION	2013-08-07	Folate receptor alpha
FOLR1	P15328	11241-H86H-SD	https://www.sinobiological.com/recombinant-proteins/human-folr1-11241-h86h-sd	False	27.9	NP_057937.1	1-233	4KMX	1	A	1.000	0.884	28-233	28-234	2.20	X-RAY DIFFRACTION	2013-08-07	Folate receptor alpha
FOLR1	P15328	11241-H86H-SD	https://www.sinobiological.com/recombinant-proteins/human-folr1-11241-h86h-sd	False	27.9	NP_057937.1	1-233	4LRH	1	A	0.977	0.906	23-233	23-235	2.80	X-RAY DIFFRACTION	2013-07-31	Folate receptor alpha
FOLR1	P15328	11241-H86H-SD	https://www.sinobiological.com/recombinant-proteins/human-folr1-11241-h86h-sd	False	27.9	NP_057937.1	1-233	5IZQ	1	A	0.987	1.000	1-233	1-235	3.60	X-RAY DIFFRACTION	2016-08-10	Folate receptor alpha
FOLR1	P15328	11241-H08H- UE	https://www.sinobiological.com/recombinant-proteins/human-folr1-11241-h08h-ue	False	26.0	NP_057937.1	1-233	4KM6	1	A	0.986	0.876	30-233	30-234	1.55	X-RAY DIFFRACTION	2013-08-07	Folate receptor alpha
FOLR1	P15328	11241-H08H- UE	https://www.sinobiological.com/recombinant-proteins/human-folr1-11241-h08h-ue	False	26.0	NP_057937.1	1-233	4KM7	1	A	1.000	0.884	28-233	28-234	1.80	X-RAY DIFFRACTION	2013-08-07	Folate receptor alpha
FOLR1	P15328	11241-H08H- UE	https://www.sinobiological.com/recombinant-proteins/human-folr1-11241-h08h-ue	False	26.0	NP_057937.1	1-233	4KMX	1	A	1.000	0.884	28-233	28-234	2.20	X-RAY DIFFRACTION	2013-08-07	Folate receptor alpha
FOLR1	P15328	11241-H08H- UE	https://www.sinobiological.com/recombinant-proteins/human-folr1-11241-h08h-ue	False	26.0	NP_057937.1	1-233	4LRH	1	A	0.977	0.906	23-233	23-235	2.80	X-RAY DIFFRACTION	2013-07-31	Folate receptor alpha
FOLR1	P15328	11241-H08H- UE	https://www.sinobiological.com/recombinant-proteins/human-folr1-11241-h08h-ue	False	26.0	NP_057937.1	1-233	5IZQ	1	A	0.987	1.000	1-233	1-235	3.60	X-RAY DIFFRACTION	2016-08-10	Folate receptor alpha
FOLR1	P15328	11241-H08H-UE	https://www.sinobiological.com/recombinant-proteins/human-folr1-11241-h08h-ue	False	26.0	NP_057937.1	1-233	4KM6	1	A	0.986	0.876	30-233	30-234	1.55	X-RAY DIFFRACTION	2013-08-07	Folate receptor alpha
FOLR1	P15328	11241-H08H-UE	https://www.sinobiological.com/recombinant-proteins/human-folr1-11241-h08h-ue	False	26.0	NP_057937.1	1-233	4KM7	1	A	1.000	0.884	28-233	28-234	1.80	X-RAY DIFFRACTION	2013-08-07	Folate receptor alpha
FOLR1	P15328	11241-H08H-UE	https://www.sinobiological.com/recombinant-proteins/human-folr1-11241-h08h-ue	False	26.0	NP_057937.1	1-233	4KMX	1	A	1.000	0.884	28-233	28-234	2.20	X-RAY DIFFRACTION	2013-08-07	Folate receptor alpha
FOLR1	P15328	11241-H08H-UE	https://www.sinobiological.com/recombinant-proteins/human-folr1-11241-h08h-ue	False	26.0	NP_057937.1	1-233	4LRH	1	A	0.977	0.906	23-233	23-235	2.80	X-RAY DIFFRACTION	2013-07-31	Folate receptor alpha
FOLR1	P15328	11241-H08H-UE	https://www.sinobiological.com/recombinant-proteins/human-folr1-11241-h08h-ue	False	26.0	NP_057937.1	1-233	5IZQ	1	A	0.987	1.000	1-233	1-235	3.60	X-RAY DIFFRACTION	2016-08-10	Folate receptor alpha
FOLR1	P15328	11241-H49H-B	https://www.sinobiological.com/recombinant-proteins/human-folr1-11241-h49h-b	True	27.83	NP_057937.1	1-233	4KM6	1	A	0.986	0.876	30-233	30-234	1.55	X-RAY DIFFRACTION	2013-08-07	Folate receptor alpha
FOLR1	P15328	11241-H49H-B	https://www.sinobiological.com/recombinant-proteins/human-folr1-11241-h49h-b	True	27.83	NP_057937.1	1-233	4KM7	1	A	1.000	0.884	28-233	28-234	1.80	X-RAY DIFFRACTION	2013-08-07	Folate receptor alpha
FOLR1	P15328	11241-H49H-B	https://www.sinobiological.com/recombinant-proteins/human-folr1-11241-h49h-b	True	27.83	NP_057937.1	1-233	4KMX	1	A	1.000	0.884	28-233	28-234	2.20	X-RAY DIFFRACTION	2013-08-07	Folate receptor alpha
FOLR1	P15328	11241-H49H-B	https://www.sinobiological.com/recombinant-proteins/human-folr1-11241-h49h-b	True	27.83	NP_057937.1	1-233	4LRH	1	A	0.977	0.906	23-233	23-235	2.80	X-RAY DIFFRACTION	2013-07-31	Folate receptor alpha
FOLR1	P15328	11241-H49H-B	https://www.sinobiological.com/recombinant-proteins/human-folr1-11241-h49h-b	True	27.83	NP_057937.1	1-233	5IZQ	1	A	0.987	1.000	1-233	1-235	3.60	X-RAY DIFFRACTION	2016-08-10	Folate receptor alpha
FOLR1	P15328	11241-H41H-B	https://www.sinobiological.com/recombinant-proteins/human-folr1-11241-h41h-b	True	53.11	NP_057937.1	1-233	4KM6	1	A	0.986	0.876	30-233	30-234	1.55	X-RAY DIFFRACTION	2013-08-07	Folate receptor alpha
FOLR1	P15328	11241-H41H-B	https://www.sinobiological.com/recombinant-proteins/human-folr1-11241-h41h-b	True	53.11	NP_057937.1	1-233	4KM7	1	A	1.000	0.884	28-233	28-234	1.80	X-RAY DIFFRACTION	2013-08-07	Folate receptor alpha
